Kartenart,Name,Kartentext,Element,Kosten,⚔️,🛡️,⭕️,Kartentyp,Status,Playtesting,ID,Fraktion,Flavourtext,Decks,Created by,Artwork
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Funkensprung,"zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n mit insgesamt bis zu 20*x Verteidigungswert (https://www.notion.so/Verteidigungswert-e67635d2fccf454d85d29b869ee8b6ff?pvs=21), wobei x die Anzahl aller in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) abgeworfenen Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n ist. ",,2,,,,,Backup,Vlt zu schwach,85,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Wie du mir, so ich dir","sofort (https://www.notion.so/sofort-9c56f076fccf4157b07459dd557d86d7?pvs=21) spielbar. Wiederhole den Effekt der soeben vom Gegner (https://www.notion.so/Gegner-38d8865e0868489d84eed7aab3fdb7d3?pvs=21) gespielten Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21), wobei D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u das neue Ziel definierst.",,3,,,,,Backup,Uno reverse card,86,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Flammengeist,"zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)e für jede ab (https://www.notion.so/ab-3f245ce4bda845e09078a709034e2907?pvs=21)geworfene Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) eine neue. ",,2,25,15,,,Backup,,88,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Trümmerfeld,"Statt eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) auf den Friedhof (https://www.notion.so/Friedhof-e253bfb78fc24f27b12562f1a8bd6a5f?pvs=21) zu legen, lege sie als unterstes unter Trümmerfeld (https://www.notion.so/Tr-mmerfeld-ba3f0690c7474aed932be7426ee6177a?pvs=21). Immer wenn du eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) ziehst, darfst du aussuchen, ob du von deinem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21), oder vom Trümmerfeld (https://www.notion.so/Tr-mmerfeld-ba3f0690c7474aed932be7426ee6177a?pvs=21) ziehst. Wenn Trümmerfeld (https://www.notion.so/Tr-mmerfeld-ba3f0690c7474aed932be7426ee6177a?pvs=21) zerstört wird, lege alle darunterliegenden Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n auf den Friedhof (https://www.notion.so/Friedhof-e253bfb78fc24f27b12562f1a8bd6a5f?pvs=21).",,6,,40,,,Backup,,89,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Feuersalamander,"sofort (https://www.notion.so/sofort-9c56f076fccf4157b07459dd557d86d7?pvs=21) spielbar. Wenn Feuersalamander (https://www.notion.so/Feuersalamander-2f7b188a88b0419e9d29d0f4a79b74a4?pvs=21) von einem Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)  ﻿zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t wird, wird der zerstörende @ gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21).",,1,10,10,,,Backup,,90,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Brandmarkender Eid,"Alle D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)eine Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) werden gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21) (Wenn sie zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t werden, zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)t der Zerstörende eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)). zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21) eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) für jeden gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21)en Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21). ",,3,,,,,Backup,,91,Brandmarkender Eid (https://www.notion.so/Brandmarkender-Eid-4e584e780ab64269ae45a8c50a6ec6f9?pvs=21),,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Gebrandmarkter Krieger,"Ist gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21). ",,4,45,40,,,Backup,,92,Brandmarkender Eid (https://www.notion.so/Brandmarkender-Eid-4e584e780ab64269ae45a8c50a6ec6f9?pvs=21),,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Gebrandmarkter Truppenführer,"Ist gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21). Als zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten, wird eine anderer verbündet (https://www.notion.so/verb-ndet-76b6117405774f5ba575df0e30e1fca6?pvs=21)er Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21).",,4,45,45,,,Backup,,93,Brandmarkender Eid (https://www.notion.so/Brandmarkender-Eid-4e584e780ab64269ae45a8c50a6ec6f9?pvs=21),,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Den Flammen entkommen,"D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u musst für die nächste Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21), die D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)st, die zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)en Kosten nicht bezahlen.",,1,,,,,Backup,,94,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Finger verbrannt,D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u musst nicht mehr als 3 Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n in einer Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21) abwerfen.,,5,,40,,,Backup,,95,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Flammenbiest,"Als zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten, zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e eine verbündet (https://www.notion.so/verb-ndet-76b6117405774f5ba575df0e30e1fca6?pvs=21)e Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21).",,6,70,60,,,Backup,,97,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Alternativer Schmerz,"Statt für eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten zu bezahlen, werfe stattdessen eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) ab (https://www.notion.so/ab-3f245ce4bda845e09078a709034e2907?pvs=21). Wenn das passiert, zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e Alternativer Schmerz (https://www.notion.so/Alternativer-Schmerz-40034790a31740ae80f341b477bf84b4?pvs=21).",,2,,30,,,Backup,,98,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Brandeisenschmied,"Immer wenn Brandeisenschmied (https://www.notion.so/Brandeisenschmied-195f78aa5bbe42e6b22ce3371b769d1c?pvs=21) verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)t, muss ein nicht-gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21)er Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)  gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21) werden. Wenn alle Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21) sind, kann Brandeisenschmied (https://www.notion.so/Brandeisenschmied-195f78aa5bbe42e6b22ce3371b769d1c?pvs=21) nicht verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)en. ",,3,20,40,,,Backup,"Anfangs stark, weil Gegner gebrandmarkt werden kann, dann schwach, weil eigene Charaktere gebrandmarkt werden müssen",99,Brandmarkender Eid (https://www.notion.so/Brandmarkender-Eid-4e584e780ab64269ae45a8c50a6ec6f9?pvs=21),,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Feuersturm,"Alle gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21)en Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) werden zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t, ohne dass jemand eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)t.",,3,,,,,Backup,,100,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Ritual (https://www.notion.so/Ritual-eff2926a20744f63b63ea77a6d71edd9?pvs=21),Pech und Schwefel,"- Wirf 3 oder mehr Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n in einem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) ab (https://www.notion.so/ab-3f245ce4bda845e09078a709034e2907?pvs=21) → Mische die obersten 10 Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n deines Friedhof (https://www.notion.so/Friedhof-e253bfb78fc24f27b12562f1a8bd6a5f?pvs=21)s in dein Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21).
- 3 oder mehr Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e sind gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21) → spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)e eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) und bezahle weder ihre Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21), noch ihre zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)en Kosten.",,6,,60,,,Backup,,101,Brandmarkender Eid (https://www.notion.so/Brandmarkender-Eid-4e584e780ab64269ae45a8c50a6ec6f9?pvs=21),,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Legende (https://www.notion.so/Legende-3982764085c2477e827623c38aec8f98?pvs=21),Weltenbrand,"1. Eine gewählter Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) ist diese Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21) ohnmächtig (https://www.notion.so/ohnm-chtig-052e31a81ae24fb5ac51512957908c0d?pvs=21).
2. Spiele Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n für ihre doppelten Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21), ohne ihre zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)en Kosten zu bezahlen .
3. Alle gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21)en Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e haben diese Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21) +30/+30",,8,,50,,,Backup,,102,Brandmarkender Eid (https://www.notion.so/Brandmarkender-Eid-4e584e780ab64269ae45a8c50a6ec6f9?pvs=21),,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Selbsterkorener Prometheus,"Als zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten, nimm eine D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Elementkarte (https://www.notion.so/Elementkarte-2b9adcd059614612bb0133aece543b8a?pvs=21)n auf die Hand (https://www.notion.so/Hand-02eed85235d546fc8cd87be30bc8b7c8?pvs=21), D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u darfst sie diesen Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) ohne Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) und ohne zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)en. Wenn Selbsterkorener Prometheus (https://www.notion.so/Selbsterkorener-Prometheus-996b38739c594a9bba6b9daa3bb30e58?pvs=21) einen gegnerisch (https://www.notion.so/gegnerisch-459fafb1da0340bcb0744267999f295f?pvs=21)en Lebenspunkt (https://www.notion.so/Lebenspunkt-4df17cf9d68c430e89f3337925f15637?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t, darfst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u eine weitere Elementkarte (https://www.notion.so/Elementkarte-2b9adcd059614612bb0133aece543b8a?pvs=21) spielen.",,5,30,40,,,Backup,,103,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Feueressenz,"Nimm eine D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Elementkarte (https://www.notion.so/Elementkarte-2b9adcd059614612bb0133aece543b8a?pvs=21)n auf die Hand (https://www.notion.so/Hand-02eed85235d546fc8cd87be30bc8b7c8?pvs=21). D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u darfst sie diesen Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) ohne Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) und ohne zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)en. ",,1,,,,,Backup,,104,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Gluthund,"Als zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten, zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e einen verbündet (https://www.notion.so/verb-ndet-76b6117405774f5ba575df0e30e1fca6?pvs=21)en Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21). Nachdem Gluthund (https://www.notion.so/Gluthund-362ad239195a446f81ee6d00b30c0911?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t wird, zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e einen gegnerisch (https://www.notion.so/gegnerisch-459fafb1da0340bcb0744267999f295f?pvs=21)en Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21).",,4,40,30,,,Backup,,106,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Funkenstürmer,"Als zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten, bezahle 2 Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) dazu.",,2,25,35,,,Backup,"Auf 3 gebalanced, sodass es ungünstig ist, die zusätzlichen Kosten zu bezahlen aber gut, wenn sie nicht bezahlt werden müssen",107,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Auflodern,"zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21) eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21). Wenn sie zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten hat, wiederhole den Effekt.",,2,,,,,Backup,,108,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Überläufer,"Wenn Überläufer (https://www.notion.so/berl-ufer-c96986e601df48bb8a8ea21bbde21b92?pvs=21) von einem Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) zerstört würde, wechselt er stattdessen seinen Besitzer zum zerstörenden Spieler. Wenn das passiert, werfen alle Spieler (https://www.notion.so/Spieler-8f9b118372384c41817b4234398dfa75?pvs=21) eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) ab (https://www.notion.so/ab-3f245ce4bda845e09078a709034e2907?pvs=21).",,2,15,10,,,Backup,,109,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Schmied Reckar,"jedes Mal wenn Schmied Reckar (https://www.notion.so/Schmied-Reckar-636af068614141fc943302d0ad14b9c9?pvs=21) angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eift, wirf eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) ab.",,3,35,25,,,Backup,,110,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Feuerwand,"gegnerisch (https://www.notion.so/gegnerisch-459fafb1da0340bcb0744267999f295f?pvs=21)e Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21), die D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)ich angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eifen, erhalten dabei -10 Angriffswert (https://www.notion.so/Angriffswert-08a93843021a40dba6e7e34862f163fa?pvs=21). Deine Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e haben -10 Angriffswert (https://www.notion.so/Angriffswert-08a93843021a40dba6e7e34862f163fa?pvs=21).",,3,,20,,,Backup,,111,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Geschlossene Tore,"Gegner (https://www.notion.so/Gegner-38d8865e0868489d84eed7aab3fdb7d3?pvs=21) zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)en keine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n, wenn sie D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)eine gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21)en Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)en. ",,4,,50,,,Backup,,112,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Gebrandmarkter Knappe,"Ist gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21). ",,4,40,45,,,Backup,,113,Brandmarkender Eid (https://www.notion.so/Brandmarkender-Eid-4e584e780ab64269ae45a8c50a6ec6f9?pvs=21),,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Gebrandmarkter Ritter,Ist gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21). gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21)e verbündet (https://www.notion.so/verb-ndet-76b6117405774f5ba575df0e30e1fca6?pvs=21)e haben +10/+10.,,6,50,45,,,Backup,,114,Brandmarkender Eid (https://www.notion.so/Brandmarkender-Eid-4e584e780ab64269ae45a8c50a6ec6f9?pvs=21),,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Dem Feuer entronnen,"D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u musst für die nächste Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21), die D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u in diesem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)st, die zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)en Kosten nicht bezahlen.",,1,,,,,Backup,,115,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Feuerstrahl,"Als zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten, bezahle 2 Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21). zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e die gewählte Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21).",,,,,,,Backup,,116,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
,Feuertaufe,,,,,,,,Backup,,117,,,Starterdeck Ignis (https://www.notion.so/Starterdeck-Ignis-8de96cac07794cc6bb5d9fdac50c75cd?pvs=21),Tim,
